"practice_code","practice_name","postcode","subicb_code","imd_score","imd_decile"
"E84036","GLADSTONE MEDICAL CENTRE","NW2 6JH","W2U3Z",30.3165013011346,3
"E84039","HONEYPOT MEDICAL CENTRE","HA7 1JP","W2U3Z",15.444526866534,7
"E84040","THE PINNER ROAD SURGERY","HA1 4JS","W2U3Z",13.9546876784538,8
"E84042","KILBURN PARK MEDICAL CENTRE","NW6 5AY","W2U3Z",33.1995480660199,2
"E84044","THE NORTHWICK SURGERY","HA1 2NU","W2U3Z",17.2020247767214,7
"E84048","THE FRYENT WAY SURGERY","NW9 9SB","W2U3Z",19.0170059164149,6
"E84049","BRAMPTON HEALTH CENTRE","NW9 9BY","W2U3Z",20.1685599660729,6
"E84051","STANLEY CORNER MEDICAL CENTRE","HA0 4JF","W2U3Z",22.3147028934368,5
"E84053","HATCH END MEDICAL CENTRE","HA5 4RD","W2U3Z",10.132093256059,9
"E84057","THE STANMORE MEDICAL CENTRE","HA7 1HS","W2U3Z",13.7443794906266,8
"E84058","GP DIRECT","HA2 0RQ","W2U3Z",17.3763997541865,7
"E84059","THE ALLENDALE ROAD SURGERY","UB6 0RA","W2U3Z",14.1917873174984,8
"E84061","ELLIOTT HALL MEDICAL CTR.","HA5 4EA","W2U3Z",11.1514169873803,9
"E84062","THE SHAFTESBURY MEDICAL CENTRE","HA2 0AH","W2U3Z",17.7789215765132,7
"E84063","LANCELOT MEDICAL CENTRE","HA0 2AL","W2U3Z",23.6818404352957,5
"E84066","HAZELDENE MEDICAL CENTRE","HA9 6PW","W2U3Z",24.0192700717261,5
"E84067","CHURCH LANE SURGERY","NW9 8LU","W2U3Z",20.1564668642812,6
"E84068","THE RIDGEWAY SURGERY","HA2 7DU","W2U3Z",10.5922123069067,9
"E84069","BELMONT HEALTH CENTRE","HA3 7LT","W2U3Z",17.4186399468556,7
"E84070","PINNER VIEW MEDICAL CENTRE","HA1 4QG","W2U3Z",13.599441664999,8
"E84074","FREUCHEN MEDICAL CENTRE","NW10 4ST","W2U3Z",35.1757617426139,2
"E84075","MOLLISON WAY SURGERY","HA8 5QL","W2U3Z",16.7578615028203,7
"E84076","OXGATE GARDENS SURGERY","NW2 6EA","W2U3Z",28.7248349879663,3
"E84078","KINGSBURY HEALTH AND WELLBEING","NW9 0EF","W2U3Z",18.4498610258659,6
"E84080","STAVERTON SURGERY","NW2 5HA","W2U3Z",22.5398694911404,5
"E84083","LANFRANC MEDICAL CENTRE","HA1 3QE","W2U3Z",16.4263827903091,7
"E84086","WALM LANE SURGERY","NW2 4RT","W2U3Z",22.4178481975968,5
"E84601","KENTON BRIDGE MEDICAL CENTRE DR GOLDEN","HA3 0YX","W2U3Z",14.8081084146341,8
"E84617","THE CIVIC MEDICAL CENTRE","HA1 1SE","W2U3Z",18.641283718431,6
"E84620","PRESTON ROAD SURGERY","HA9 8LB","W2U3Z",19.0102350358554,6
"E84626","THE SUNFLOWER MEDICAL CENTRE","HA0 4UZ","W2U3Z",21.9776759156493,5
"E84635","THE SURGERY","HA9 6QL","W2U3Z",22.863340759223,5
"E84637","HILLTOP MEDICAL PRACTICE","NW10 8RY","W2U3Z",41.8087921926134,1
"E84638","ALPERTON MEDICAL CENTRE","HA0 4JB","W2U3Z",21.9514944339784,5
"E84645","PARK ROYAL MEDICAL PRACTICE","NW10 7NS","W2U3Z",33.7873327454439,2
"E84646","THE STREATFIELD MEDICAL CENTRE","HA3 9BL","W2U3Z",15.2565485519591,8
"E84647","KENTON CLINIC","HA3 0UQ","W2U3Z",14.7594047541517,8
"E84653","ZAIN MEDICAL CENTRE","HA8 0AD","W2U3Z",18.237264236902,7
"E84656","ROUNDWOOD PARK MEDICAL CENTRE","NW10 3RY","W2U3Z",31.4017011494253,3
"E84658","ASPRI MEDICAL CENTRE","HA3 5LE","W2U3Z",20.3760793433653,6
"E84663","KENTON BRIDGE MEDICAL CENTRE - DR RAJA","HA3 0YX","W2U3Z",14.7567869740489,8
"E84665","NEASDEN MEDICAL CENTRE","NW2 7SA","W2U3Z",32.7344239012773,3
"E84674","CHICHELE ROAD SURGERY","NW2 3AN","W2U3Z",26.674426897422,4
"E84676","HEADSTONE LANE MEDICAL CENTRE","HA2 6LY","W2U3Z",16.2764966462525,7
"E84678","PRESTON MEDICAL CENTRE","HA9 8JZ","W2U3Z",20.6744806945396,6
"E84680","HEADSTONE ROAD SURGERY","HA1 1PG","W2U3Z",16.6393341826735,7
"E84681","SAVITA MEDICAL CENTRE","HA1 1RQ","W2U3Z",18.7786695374016,6
"E84684","THE TUDOR HOUSE MEDICAL CENTRE","HA9 9DS","W2U3Z",28.364499492128,4
"E84685","SUDBURY SURGERY","HA0 3HG","W2U3Z",19.2120877213836,6
"E84693","ST. PETER'S MEDICAL CENTRE","HA1 4BS","W2U3Z",15.186569761789,8
"E84699","KINGS EDGE MEDICAL CENTRE","NW9 0QP","W2U3Z",19.2574217058358,6
"E84701","PEARL MEDICAL PRACTICE","HA0 4UZ","W2U3Z",22.0313170534813,5
"E84702","WILLESDEN GREEN SURGERY","NW2 3UY","W2U3Z",25.2159660930529,4
"E84704","ST. GEORGES MEDICAL CENTRE","NW2 6JH","W2U3Z",29.7231485616144,3
"E84709","WEMBLEY PARK DRIVE MEDICAL CENTRE","HA9 8HD","W2U3Z",22.5749722006083,5
"E84713","THE ENTERPRISE PRACTICE","HA3 7LT","W2U3Z",17.4455287671233,7
"E85001","THORNBURY ROAD CENTRE FOR HEALTH","TW7 4HQ","W2U3Z",16.3245798154556,7
"E85003","NORTH END MEDICAL CENTRE","W14 9PR","W2U3Z",22.6363876040231,5
"E85004","ALBANY PRACTICE","TW8 8DS","W2U3Z",26.1956483652067,4
"E85005","THE SURGERY, DR DASGUPTA & PARTNERS","W12 0PT","W2U3Z",30.1047285867238,3
"E85006","WATERSIDE MEDICAL CENTRE","UB2 4XQ","W2U3Z",32.6810669934641,3
"E85007","ST. MARGARETS PRACTICE","TW1 1NE","W2U3Z",17.491042772521,7
"E85008","NORTH FULHAM SURGERY","SW6 1TN","W2U3Z",24.1443010768335,5
"E85012","KS MEDICAL CENTRE","UB1 3HY","W2U3Z",27.6440619261575,4
"E85013","WESTSEVEN GP","W7 1DR","W2U3Z",23.5973874018917,5
"E85014","NORTHFIELDS SURGERY","W13 9QP","W2U3Z",11.6270678722929,9
"E85015","HOUNSLOW MEDICAL CENTRE","TW3 3ET","W2U3Z",21.6668067690831,5
"E85016","RICHFORD GATE MEDICAL CENTRE","W6 7HY","W2U3Z",24.4138585347574,5
"E85018","DR SOOD'S PRACTICE","TW5 9ER","W2U3Z",23.8718607792208,5
"E85019","CROWN STREET SURGERY","W3 8SA","W2U3Z",27.1430193063195,4
"E85020","BROOK GREEN MEDICAL CENTRE","W6 7EG","W2U3Z",21.3928964417485,6
"E85021","YEADING MEDICAL CENTRE","UB5 6LD","W2U3Z",29.7928000283447,3
"E85023","CHEPSTOW GARDENS MEDICAL CENTRE","UB1 2RL","W2U3Z",26.1529513409962,4
"E85024","CARLTON SURGERY","TW14 0AX","W2U3Z",23.1676044504124,5
"E85025","CASSIDY ROAD MEDICAL CENTRE","SW6 5PX","W2U3Z",19.3389368466523,6
"E85026","GORDON HOUSE SURGERY","W13 9NZ","W2U3Z",20.3524101495302,6
"E85028","HILLCREST SURGERY","W3 9RA","W2U3Z",20.0240354523227,6
"E85029","THE MEDICAL CENTRE, DR JEFFERIES & PARTN","SW6 6BQ","W2U3Z",19.0498636122279,6
"E85030","CHISWICK HEALTH PRACTICE","W4 1RX","W2U3Z",13.7029456392664,8
"E85032","ASHCHURCH SURGERY","W12 9BP","W2U3Z",23.8033042663892,5
"E85033","HAMMERSMITH SURGERY","W6 9DU","W2U3Z",23.8882928302547,5
"E85034","GROSVENOR HOUSE SURGERY","W13 9BE","W2U3Z",26.6137883050847,4
"E85035","MOUNT MEDICAL CENTRE","TW13 6AJ","W2U3Z",25.6710361615805,4
"E85038","THE SURGERY, DR MANGWANA & PARTNERS","SW6 6JD","W2U3Z",13.4563670362714,8
"E85040","WEST4 GPS","W4 1RX","W2U3Z",14.8323120604055,8
"E85041","HANWELL HEALTH CENTRE (NAISH)","W7 1DR","W2U3Z",22.1877133866304,5
"E85042","THE NEW SURGERY","W12 9RD","W2U3Z",26.9570239619235,4
"E85045","TWICKENHAM PARK MEDICAL CENTRE","TW13 6HD","W2U3Z",20.7734355410194,6
"E85046","EASTMEAD AVENUE SURGERY","UB6 9RB","W2U3Z",22.9066823429542,5
"E85048","DR CANISIUS & DR HASAN, PARKVIEW CFH&W","W12 7FG","W2U3Z",31.7024932735426,3
"E85049","BELMONT MEDICAL CENTRE","UB2 5DU","W2U3Z",28.8239558659909,3
"E85050","GREENFORD ROAD MED.CTR.","UB6 8QH","W2U3Z",21.560795788379,5
"E85051","GREENFORD AVENUE FHP","W7 3AH","W2U3Z",27.7752654219293,4
"E85052","CRANFORD MEDICAL CENTRE","TW5 9RG","W2U3Z",22.1662952165299,5
"E85053","THE MEDICAL CENTRE","UB5 4AT","W2U3Z",26.6445317825264,4
"E85054","HILLVIEW SURGERY","UB6 7HQ","W2U3Z",16.1451272743981,7
"E85055","THE BUSH DOCTORS","W12 8PP","W2U3Z",28.3265244342407,4
"E85056","ST DAVIDS PRACTICE","TW13 4GU","W2U3Z",23.0323966721707,5
"E85057","QUEENS WALK PRACTICE","W5 1TP","W2U3Z",12.3981946902655,9
"E85058","BLUE WING FAMILY DOCTOR UNIT","TW3 3LN","W2U3Z",22.0627811892732,5
"E85059","CHESTNUT PRACTICE","TW3 3LN","W2U3Z",21.9796099145299,5
"E85060","KINGFISHER PRACTICE","TW3 2DY","W2U3Z",16.3704767349532,7
"E85061","WELCOME PRACTICE","UB2 4EY","W2U3Z",28.0943977755308,4
"E85062","FIRSTCARE PRACTICE","TW3 1NL","W2U3Z",21.1089547310104,6
"E85064","WEST END SURGERY","UB5 6QN","W2U3Z",28.9132206375839,3
"E85066","THE BEDFORD PARK SURGERY","W4 5LH","W2U3Z",11.9529654696133,9
"E85069","OLDFIELD FAMILY PRACTICE","UB6 8RA","W2U3Z",23.5403025799794,5
"E85071","CLIFFORD HOUSE MEDICAL CENTRE","TW13 5AD","W2U3Z",23.6177593582888,5
"E85074","WEST KENSINGTON GP SURGERY","W14 0LJ","W2U3Z",19.4826534451496,6
"E85075","CHISWICK FAMILY PRACTICE","W3 8TF","W2U3Z",20.0428209372814,6
"E85077","SHEPHERDS BUSH MEDICAL CENTRE","W12 7LS","W2U3Z",27.612987755102,4
"E85083","DR SIVANESAN & PARTNER","UB1 2TJ","W2U3Z",25.8708647975078,4
"E85088","ELMBANK SURGERY","W7 3DD","W2U3Z",29.5759113475177,3
"E85090","HAMMOND ROAD SURGERY","UB2 4EH","W2U3Z",26.9416750694296,4
"E85091","BRUNSWICK ROAD MED.CTR.","W5 1AQ","W2U3Z",20.1428385490754,6
"E85096","MEDICAL CENTRE","TW3 1NU","W2U3Z",22.5513505856284,5
"E85098","ISLIP MANOR MEDICAL CENTRE","UB5 5RG","W2U3Z",28.4638304403435,4
"E85099","THE AVENUE SURGERY","W13 8LA","W2U3Z",18.8331363438045,6
"E85103","LADY MARGARET ROAD MEDICAL CENTRE","UB1 2PH","W2U3Z",26.9074634351359,4
"E85107","THE MILL HILL SURGERY","W3 8QH","W2U3Z",29.0141287375415,3
"E85108","MANDEVILLE MEDICAL CENTRE","UB5 5HB","W2U3Z",26.727062151559,4
"E85109","THE ACTON HEALTH CENTRE","W3 8QE","W2U3Z",29.2603566253798,3
"E85111","PERIVALE MEDICAL CLINIC","UB6 8HX","W2U3Z",18.5040427283418,6
"E85112","ELMTREES SURGERY","UB6 0PA","W2U3Z",14.9277098352634,8
"E85113","REDWOOD PRACTICE","TW3 2DY","W2U3Z",16.8361162853662,7
"E85114","CROSSLANDS SURGERY","UB2 5QY","W2U3Z",22.991118975307,5
"E85115","PENTELOW PRACTICE","TW14 9EF","W2U3Z",23.3311584527221,5
"E85116","THE CUCKOO LANE PRACTICE","W7 1DR","W2U3Z",21.2513062645012,6
"E85118","THE FULHAM MEDICAL CENTRE","SW6 1BG","W2U3Z",18.9596087866109,6
"E85119","THE MWH PRACTICE","UB1 1LA","W2U3Z",26.4881217279726,4
"E85120","THE ARGYLE SURGERY","W13 8ER","W2U3Z",21.7189326866201,5
"E85121","GURU NANAK MEDICAL CENTRE","UB1 1EQ","W2U3Z",25.9294209960037,4
"E85122","THE FLORENCE ROAD SURGERY","W5 3TX","W2U3Z",17.3939782025486,7
"E85123","THE CORFTON ROAD SURGERY","W5 2HS","W2U3Z",16.6128745572946,7
"E85124","GP AT HAND","SW6 7SX","W2U3Z",22.7189170781042,5
"E85125","STERNDALE SURGERY","W14 0LJ","W2U3Z",20.7932651515152,6
"E85126","GREEN PRACTICE","TW3 3LN","W2U3Z",22.1048293881645,5
"E85127","THE BARNABAS MEDICAL CTRE","UB5 4SR","W2U3Z",18.5140814666103,6
"E85128","SANDS END HEALTH CLINIC","SW6 2FE","W2U3Z",18.7121301564146,6
"E85129","THE MANSELL ROAD PRACTICE","UB6 9EN","W2U3Z",20.8302554880108,6
"E85130","CHISWICK FAMILY PRACTICE","W3 8TF","W2U3Z",19.3199997806537,6
"E85600","WILLOW PRACTICE","TW3 2DY","W2U3Z",16.3617401709402,7
"E85605","BRENTFORD GROUP PRACTICE","TW8 8DS","W2U3Z",25.4633360472898,4
"E85617","ACTON TOWN MEDICAL CENTRE","W3 9BA","W2U3Z",21.232963647199,6
"E85623","SOMERSET MEDICAL CENTRE","UB5 6WL","W2U3Z",25.582113155834,4
"E85624","DR UPPAL & PARTN, PARKVIEW CTR FOR H&W","W12 7FG","W2U3Z",29.2496629842392,3
"E85625","CHISWICK FAMILY DRS PRACTICE","W4 1RX","W2U3Z",14.7334577958814,8
"E85628","ELTHORNE PARK SURGERY","W7 2JJ","W2U3Z",15.2506737094315,8
"E85630",NA,"Unknown","UNK",25.1891262135922,4
"E85633","THE SOUTHALL MEDICAL CTR.","UB1 2PT","W2U3Z",27.3993808318264,4
"E85635","THE VALE SURGERY","W3 7RG","W2U3Z",23.8440960112954,5
"E85636","PARK MEDICAL CENTRE","W6 0QG","W2U3Z",21.2431403725684,6
"E85640","THE CHURCHFIELD ROAD SURGERY","W3 6DL","W2U3Z",24.8700978354978,4
"E85643","MEADOW VIEW","UB5 4LZ","W2U3Z",20.5709564994882,6
"E85649","FULHAM CROSS MEDICAL CENTRE","SW6 7PP","W2U3Z",18.8957153951576,6
"E85656","SUNRISE MEDICAL CENTRE","UB1 1HS","W2U3Z",27.8292136974426,4
"E85657","EALING PARK HEALTH CENTRE","W5 4RH","W2U3Z",21.3057822513621,6
"E85658","HOLLY ROAD MEDICAL CENTRE","W4 1NU","W2U3Z",16.9973251192369,7
"E85659","DR RK KUKAR, PARKVIEW CTR FOR H&W","W12 7FG","W2U3Z",31.9675354960038,3
"E85663","THE SALUJA CLINIC","UB1 2AY","W2U3Z",27.7952359269933,4
"E85677","THE HORN LANE SURGERY","W3 6PH","W2U3Z",24.1006340472674,5
"E85680","CLOISTER ROAD SURGERY","W3 0DF","W2U3Z",22.2852432846584,5
"E85681","JERSEY PRACTICE","TW5 9ER","W2U3Z",25.0281904971888,4
"E85682","DORMERS WELLS MEDICAL CENTRE","UB1 2LU","W2U3Z",29.2433345498783,3
"E85683","GLEBE STREET SURGERY","W4 2BD","W2U3Z",13.3567670521595,8
"E85685","THE LILYVILLE SURGERY","SW6 4UL","W2U3Z",13.1049532048761,8
"E85687","ACTON LANE MEDICAL CENTRE","W4 5DG","W2U3Z",22.4045987436199,5
"E85692","WELLESLEY ROAD PRACTICE","W4 4BJ","W2U3Z",15.7759812908086,7
"E85693","GROVE PARK SURGERY","W4 3ET","W2U3Z",15.2144547154377,8
"E85694","THE BOILEAU ROAD SURGERY","W5 3AJ","W2U3Z",13.6648127152318,8
"E85696","CLIFFORD ROAD SURGERY","TW4 7LR","W2U3Z",22.748533804451,5
"E85697","GREENBROOK BEDFONT","TW14 8AG","W2U3Z",23.9464805043969,5
"E85699","GROVE VILLAGE MEDICAL CENTRE","TW14 8SN","W2U3Z",25.3422807929802,4
"E85707","SKYWAYS MEDICAL CENTRE","TW5 9BJ","W2U3Z",22.9170267571132,5
"E85708","GILL MEDICAL PRACTICE","TW14 0AB","W2U3Z",22.7713325092707,5
"E85712","GOODCARE PRACTICE","UB5 6WL","W2U3Z",30.1251695460024,3
"E85713","HOUNSLOW FAMILY PRACTICE","TW3 4JX","W2U3Z",21.1481708487085,6
"E85714","THE PITSHANGER LANE SURGERY","W5 1RQ","W2U3Z",13.647370644465,8
"E85715","BROADMEAD SURGERY","UB5 6WL","W2U3Z",32.1757411181493,3
"E85716","BATH ROAD SURGERY","TW3 3ET","W2U3Z",22.1601595897289,5
"E85718","HATTON MEDICAL PRACTICE","TW14 9PY","W2U3Z",21.2062741214057,6
"E85719","ASHVILLE SURGERY","SW6 4HS","W2U3Z",14.1190545632493,8
"E85721","THE TOWN SURGERY","UB1 1PZ","W2U3Z",26.2548414929714,4
"E85725","THE GROVE MEDICAL PRACTICE","UB5 4NY","W2U3Z",22.950068204471,5
"E85726","MATTOCK LANE HEALTH CENTRE","W13 9NZ","W2U3Z",21.2507674813306,6
"E85734","QUEENS PARK MEDICAL PRACTICE","TW13 4GU","W2U3Z",22.8977817669835,5
"E85735","BRENTFORD FAMILY PRACTICE","TW8 8DS","W2U3Z",24.9846470030349,4
"E85736","LITTLE PARK SURGERY","TW13 5JG","W2U3Z",24.4471195416538,5
"E85739","HMC HEALTH HESTON GREAT WEST","TW5 9ER","W2U3Z",25.0694166570272,4
"E85740","THE LYNWOOD SURGERY","W5 1JQ","W2U3Z",21.0164123142251,6
"E85743","ST. GEORGES MEDICAL CTR.","UB1 2RX","W2U3Z",25.5289851312876,4
"E85744","ARGYLE HEALTH-ISLEWORTH PRACTICE","TW7 7DJ","W2U3Z",20.8775772052081,6
"E85745","JUBILEE GARDENS MEDICAL CENTRE","UB1 2TJ","W2U3Z",25.3278712899543,4
"E85746","GROVE PARK TERRACE SURGERY","W4 3JL","W2U3Z",17.4015770273601,7
"E85748","THE MEDICAL CENTRE, DR KUKAR","W12 0NF","W2U3Z",26.5840955503513,4
"E85750","SPRING GROVE MEDICAL PRACTICE","TW7 4HG","W2U3Z",18.4360634408602,6
"E86001","MOUNTWOOD SURGERY","HA6 2RG","W2U3Z",9.88899205544287,10
"E86003",NA,"Unknown","UNK",25.6151323706378,4
"E86004","THE MEDICAL CENTRE","UB7 7PJ","W2U3Z",26.4666800362155,4
"E86005","THE OAKLAND MEDICAL CENTRE","UB10 9JX","W2U3Z",13.5770898650589,8
"E86006","THE DEVONSHIRE LODGE PRACTICE","HA5 1TG","W2U3Z",9.73018461721351,10
"E86007","HAREFIELD PRACTICE","UB9 6JY","W2U3Z",18.2149469338324,7
"E86009","BELMONT MEDICAL CENTRE","UB8 1SD","W2U3Z",16.6942266089109,7
"E86010","YIEWSLEY FAMILY PRACTICE","UB7 7DP","W2U3Z",27.4264137200932,4
"E86011","OXFORD DRIVE MEDICAL CENTRE","HA4 9EY","W2U3Z",9.08350618709784,10
"E86012","WOOD LANE MEDICAL CENTRE","HA4 6ER","W2U3Z",8.49084069165277,10
"E86014","CEDARS MEDICAL CENTRE","HA4 9LZ","W2U3Z",9.16648703273117,10
"E86015","CENTRAL UXBRIDGE SURGERY","UB8 1UB","W2U3Z",17.7749288258376,7
"E86016","THE PINE MEDICAL CENTRE","UB4 8RB","W2U3Z",20.7959471813103,6
"E86017","HAYES MEDICAL CENTRE","UB3 4NA","W2U3Z",23.8050083884399,5
"E86018","TOWNFIELD DOCTORS SURGERY","UB3 3DZ","W2U3Z",26.4786226658837,4
"E86019","THE WARREN PRACTICE","UB4 0SF","W2U3Z",24.1892773933103,5
"E86020","YEADING COURT SURGERY","UB4 9AJ","W2U3Z",26.2230436820397,4
"E86022","THE ABBOTSBURY PRACTICE","HA5 1TG","W2U3Z",8.41025126742712,10
"E86024","KING EDWARDS MEDICAL CENTRE","HA4 7AE","W2U3Z",8.39097101142615,10
"E86026","PARKVIEW SURGERY","UB8 3LA","W2U3Z",22.65019042725,5
"E86027","OTTERFIELD MEDICAL CENTRE","UB7 8PE","W2U3Z",27.6472439738052,4
"E86028","EASTBURY SURGERY","HA6 3BG","W2U3Z",7.66091056910569,10
"E86029","CEDAR BROOK PRACTICE","UB4 8DD","W2U3Z",21.8061193438393,5
"E86030","BRUNEL MEDICAL CENTRE","UB8 3PH","W2U3Z",14.0529700563044,8
"E86033","ST MARTINS MEDICAL CENTRE","HA4 8BE","W2U3Z",8.91644411764706,10
"E86034","CHURCH ROAD SURGERY","UB8 3NA","W2U3Z",20.2684097014925,6
"E86036","HILLINGDON HEALTH CENTRE","UB10 9QF","W2U3Z",11.9058496306498,9
"E86038","GLENDALE MEDICAL CENTRE","UB3 5DA","W2U3Z",21.5076868189282,5
"E86041","ACRE SURGERY","HA6 1TQ","W2U3Z",13.5911002417705,8
"E86042","THE HIGH STREET PRACTICE","UB7 7DP","W2U3Z",26.9829058924485,4
"E86605","LADYGATE LANE MEDICAL PRACTICE","HA4 7QU","W2U3Z",12.1877422424493,9
"E86609","NORTH HYDE ROAD SURGERY","UB3 4NS","W2U3Z",24.3414304102977,5
"E86610","WILLOW TREE SURGERY","UB4 9NS","W2U3Z",26.37123240538,4
"E86612","SHAKESPEARE HEALTH CENTRE","UB3 1NY","W2U3Z",22.7517153633392,5
"E86615","ACREFIELD SURGERY","HA4 0QR","W2U3Z",14.5642605765631,8
"E86618","CAREPOINT PRACTICE","HA6 1TQ","W2U3Z",13.6555664423886,8
"E86619","WALLASEY MEDICAL CENTRE","UB10 8SA","W2U3Z",7.05003653543307,10
"E86620","WEST LONDON MEDICAL CENTRE","UB8 3NG","W2U3Z",21.977643625498,5
"E86625","KINCORA DOCTORS SURGERY","UB3 3HG","W2U3Z",26.4931241507103,4
"E86626","QUEENS WALK MEDICAL CENTRE","HA4 0NT","W2U3Z",9.81122467095194,10
"E86629","DR MLR SIDDIQUI'S PRACTICE","HA4 6TA","W2U3Z",12.8058672839506,9
"E86632","ACORN MEDICAL CENTRE","UB10 9JN","W2U3Z",16.3093974146503,7
"E86637","HEATHROW MEDICAL CENTRE","UB3 5AB","W2U3Z",23.3250392025465,5
"E86640","SOUTHCOTE CLINIC","HA4 7LW","W2U3Z",9.32053056907129,10
"E87002","VICTORIA MEDICAL CENTRE","SW1V 1SN","W2U3Z",18.5287359719439,6
"E87003","NORTH KENSINGTON MEDICAL CENTRE","W10 6NX","W2U3Z",32.1547252814739,3
"E87004","THE REDCLIFFE SURGERY","SW10 9DT","W2U3Z",19.1829503850278,6
"E87005","BELGRAVIA SURGERY","SW1W 9PY","W2U3Z",14.9671507648289,8
"E87006","LITTLE VENICE MEDICAL CENTRE","W2 1ND","W2U3Z",23.704819123678,5
"E87007","WESTBOURNE GROVE MEDICAL CENTRE","W11 2SE","W2U3Z",22.3367698870187,5
"E87008","PADDINGTON GREEN HEALTH CENTRE","W2 1LQ","W2U3Z",32.0526099386032,3
"E87009","THE GARWAY MEDICAL PRACTICE","W2 6HF","W2U3Z",19.7916827209533,6
"E87010","MAIDA VALE MEDICAL CENTRE","W9 1HT","W2U3Z",17.4996254400735,7
"E87011","LISSON GROVE HEALTH CENTRE","NW8 8EG","W2U3Z",33.9023196941809,2
"E87013","STANHOPE MEWS SURGERY","SW7 5RB","W2U3Z",13.9632178480934,8
"E87016","HOLLAND PARK SURGERY","W8 7RX","W2U3Z",15.1969545414345,8
"E87021","SHIRLAND MEDICAL","W10 4LD","W2U3Z",29.1063709299851,3
"E87024","THE GOLBORNE MEDICAL CENTRE","W10 5PG","W2U3Z",39.2398148430067,2
"E87026","MEANWHILE GARDEN MEDICAL CENTRE","W10 5NT","W2U3Z",34.7454979190314,2
"E87029","PORTLAND ROAD PRACTICE","W11 4LA","W2U3Z",23.0938372067767,5
"E87034","PIMLICO HEALTH AT THE MARVEN SURGERY","SW1V 3EB","W2U3Z",21.0593622933044,6
"E87037","CONNAUGHT SQUARE PRACTICE","W2 2HL","W2U3Z",18.0125153151558,7
"E87038","ELGIN CLINIC","W9 3QT","W2U3Z",29.0251371825483,3
"E87043","EMPEROR'S GATE CENTRE FOR HEALTH","SW7 4HJ","W2U3Z",13.5770190889371,8
"E87045","COVENT GARDEN MEDICAL CENTRE","WC2H 9AA","W2U3Z",25.8865487881981,4
"E87046","THE RANDOLPH SURGERY","W9 1NH","W2U3Z",18.1982874356064,7
"E87047","EARLS COURT MEDICAL CENTRE","SW5 9AD","W2U3Z",24.1185977112676,5
"E87048","ROSARY GARDEN SURGERY","SW7 4NQ","W2U3Z",14.3170698849284,8
"E87052","CROMPTON MEDICAL CENTRE","W2 1ND","W2U3Z",28.455909184461,4
"E87061","THE PEMBRIDGE VILLAS SURGERY","W11 3EP","W2U3Z",17.0802524835831,7
"E87063","KINGS ROAD MEDICAL CENTRE","SW10 0UD","W2U3Z",21.8294614594743,5
"E87065","THE NOTTING HILL MEDICAL CENTRE","W11 2EH","W2U3Z",31.8978975862069,3
"E87066","FITZROVIA MEDICAL CENTRE","W1T 6EU","W2U3Z",18.2711703906965,7
"E87067","COLVILLE HEALTH CENTRE","W11 1PA","W2U3Z",32.2599255185721,3
"E87069","SOHO CENTRE FOR HEALTH AND CARE","W1D 3QS","W2U3Z",22.5161261637239,5
"E87070","CRAWFORD STREET SURGERY","W1H 2HJ","W2U3Z",15.9994981554677,7
"E87609","ST JOHNS WOOD MEDICAL PRACTICE","NW8 9NH","W2U3Z",11.4842578613305,9
"E87637","GRAND UNION HEALTH CENTRE","W2 5EH","W2U3Z",26.8808346348438,4
"E87648","MAYFAIR MEDICAL CENTRE","W1K 5LS","W2U3Z",12.9647559124088,8
"E87663","THIRD FLOOR LANARK ROAD MEDICAL CENTRE","W9 1NZ","W2U3Z",22.8606348246675,5
"E87665","THE CHELSEA PRACTICE","SW3 5RR","W2U3Z",15.4631616193816,7
"E87677","IMPERIAL COLLEGE HEALTH CENTRE","SW7 1LY","W2U3Z",17.209000623053,7
"E87681","NEWTON MEDICAL CENTRE","W2 5LT","W2U3Z",20.0203615464273,6
"E87691","WESTMINSTER SCHOOL","SW1P 3PA","W2U3Z",18.5556682926829,6
"E87694","THE ROYAL MEWS SURGERY","SW1W 0QH","W2U3Z",10.9519887640449,9
"E87701","THE ABINGDON HEALTH CENTRE","W8 6EG","W2U3Z",14.8607454011963,8
"E87702","THE SURGERY","SW7 4QS","W2U3Z",12.3072832711443,9
"E87706","THE FORELAND MEDICAL CENTRE","W11 4ES","W2U3Z",35.8118761638734,2
"E87711","ROYAL HOSPITAL CHELSEA","SW3 4SR","W2U3Z",16.507,7
"E87714","SOHO SQUARE GENERAL PRACTICE","W1D 3HZ","W2U3Z",23.1669632008332,5
"E87715","SCARSDALE MEDICAL CENTRE","W8 5SX","W2U3Z",13.2530192220715,8
"E87720","KENSINGTON PARK MEDICAL CENTRE","W14 8HW","W2U3Z",19.6950939567711,6
"E87722","LANCASTER GATE MEDICAL CENTRE","W2 3ET","W2U3Z",14.9318851768247,8
"E87733","THE EXMOOR SURGERY","W10 6DZ","W2U3Z",35.4587889031784,2
"E87737","MARYLEBONE HEALTH CENTRE","NW1 5LT","W2U3Z",13.1040481485062,8
"E87738","KNIGHTSBRIDGE MEDICAL CENTRE","SW1X 0ET","W2U3Z",13.6637501141031,8
"E87739","MILLBANK MEDICAL CENTRE","SW1P 4EN","W2U3Z",21.0915539568345,6
"E87740","THE DOCTOR HICKEY SURGERY","SW1P 2BG","W2U3Z",22.4485769407441,5
